date,home_team,away_team,home_goals,away_goals,season,winner
20230306,DAL,CGY,4.0,5.0,2022,away
20230321,DAL,SEA,4.0,5.0,2022,away
20230323,DAL,PIT,3.0,2.0,2022,home
20230325,DAL,VAN,1.0,3.0,2022,away
20230403,DAL,NSH,5.0,1.0,2022,home
20230406,DAL,PHI,4.0,1.0,2022,home
20230408,DAL,VGK,1.0,1.0,2022,away
20230413,DAL,STL,1.0,0.0,2022,home
20231012,DAL,STL,1.0,1.0,2023,away
20231021,DAL,PHI,5.0,4.0,2023,home
20231026,DAL,TOR,1.0,4.0,2023,away
20231030,DAL,CBJ,5.0,3.0,2023,home
20231106,DAL,BOS,2.0,3.0,2023,away
20231114,DAL,ARI,4.0,3.0,2023,home
20231118,DAL,COL,3.0,6.0,2023,away
20231120,DAL,NYR,6.0,3.0,2023,home
20231122,DAL,VGK,1.0,2.0,2023,away
20231124,DAL,CGY,4.0,7.0,2023,away
20231202,DAL,TBL,8.0,1.0,2023,home
20231209,DAL,VGK,1.0,6.0,2023,away
20231211,DAL,DET,6.0,3.0,2023,home
20231215,DAL,OTT,5.0,4.0,2023,home
20231218,DAL,SEA,4.0,3.0,2023,home
20231221,DAL,VAN,4.0,3.0,2023,home
20231229,DAL,CHI,5.0,4.0,2023,home
20231231,DAL,CHI,8.0,1.0,2023,home
20240102,DAL,MTL,3.0,4.0,2023,away
20240104,DAL,COL,4.0,5.0,2023,away
20240106,DAL,NSH,3.0,4.0,2023,away
20240110,DAL,MIN,7.0,2.0,2023,home
20240112,DAL,NSH,3.0,6.0,2023,away
20240116,DAL,LAK,5.0,1.0,2023,home
20240125,DAL,ANA,4.0,3.0,2023,home
20240127,DAL,WSH,5.0,4.0,2023,home
20240213,DAL,CAR,4.0,2.0,2023,home
20240217,DAL,EDM,3.0,4.0,2023,away
20240226,DAL,NYI,2.0,3.0,2023,away
20240229,DAL,WPG,4.0,1.0,2023,home
20240302,DAL,SJS,2.0,2.0,2023,away
20240312,DAL,FLA,3.0,4.0,2023,away
20240314,DAL,NJD,2.0,6.0,2023,away
20240316,DAL,LAK,4.0,1.0,2023,home
20240320,DAL,ARI,5.0,2.0,2023,home
20240322,DAL,PIT,4.0,2.0,2023,home
20240403,DAL,EDM,5.0,0.0,2023,home
20240409,DAL,BUF,3.0,2.0,2023,home
20240411,DAL,WPG,0.0,3.0,2023,away
20240413,DAL,SEA,3.0,1.0,2023,home
20240417,DAL,STL,1.0,1.0,2023,away
20241012,DAL,NYI,3.0,0.0,2024,home
20241013,DAL,SEA,2.0,0.0,2024,home
20241015,DAL,SJS,2.0,2.0,2024,away
20241019,DAL,EDM,4.0,1.0,2024,home
20241026,DAL,CHI,4.0,2.0,2024,home
20241101,DAL,FLA,4.0,6.0,2024,away
20241107,DAL,CHI,3.0,1.0,2024,home
20241114,DAL,BOS,7.0,2.0,2024,home
20241118,DAL,ANA,2.0,4.0,2024,away
20241120,DAL,SJS,5.0,2.0,2024,home
20241129,DAL,COL,5.0,3.0,2024,home
20241201,DAL,WPG,3.0,1.0,2024,home
20241208,DAL,CGY,6.0,2.0,2024,home
20241212,DAL,NSH,1.0,4.0,2024,away
20241214,DAL,STL,2.0,1.0,2024,home
20241216,DAL,WSH,3.0,1.0,2024,home
20241218,DAL,TOR,3.0,5.0,2024,away
20241220,DAL,NYR,1.0,3.0,2024,away
20241227,DAL,MIN,2.0,3.0,2024,away
20241231,DAL,BUF,4.0,2.0,2024,home
20250102,DAL,OTT,4.0,2.0,2024,home
20250104,DAL,UTA,3.0,2.0,2024,home
20250116,DAL,MTL,1.0,3.0,2024,away
20250119,DAL,DET,4.0,1.0,2024,home
20250121,DAL,CAR,1.0,2.0,2024,away
20250124,DAL,VGK,4.0,3.0,2024,home
20250131,DAL,VAN,5.0,3.0,2024,home
20250202,DAL,CBJ,5.0,3.0,2024,home
20250228,DAL,LAK,6.0,2.0,2024,home
20250302,DAL,STL,6.0,3.0,2024,home
20250304,DAL,NJD,4.0,3.0,2024,home
20250306,DAL,CGY,3.0,2.0,2024,home
20250318,DAL,ANA,4.0,3.0,2024,home
20250320,DAL,TBL,2.0,2.0,2024,away
20250322,DAL,PHI,3.0,2.0,2024,home
20250324,DAL,MIN,3.0,0.0,2024,home
20250403,DAL,NSH,5.0,1.0,2024,home
20250405,DAL,PIT,3.0,5.0,2024,away
20250408,DAL,VAN,5.0,6.0,2024,away
20250410,DAL,WPG,0.0,4.0,2024,away
20250412,DAL,UTA,3.0,5.0,2024,away
20220507,DAL,CGY,4.0,2.0,2021,home
20220509,DAL,CGY,1.0,4.0,2021,away
20220513,DAL,CGY,4.0,2.0,2021,home
20230417,DAL,MIN,2.0,3.0,2022,away
20230419,DAL,MIN,7.0,3.0,2022,home
20230425,DAL,MIN,4.0,0.0,2022,home
20230502,DAL,SEA,4.0,5.0,2022,away
20230504,DAL,SEA,4.0,2.0,2022,home
20230511,DAL,SEA,5.0,2.0,2022,home
20230515,DAL,SEA,2.0,1.0,2022,home
20230523,DAL,VGK,0.0,4.0,2022,away
20230525,DAL,VGK,3.0,2.0,2022,home
20230529,DAL,VGK,0.0,6.0,2022,away
20240422,DAL,VGK,3.0,4.0,2023,away
20240424,DAL,VGK,1.0,3.0,2023,away
20240501,DAL,VGK,3.0,2.0,2023,home
20240505,DAL,VGK,2.0,1.0,2023,home
20240507,DAL,COL,3.0,4.0,2023,away
20240509,DAL,COL,5.0,3.0,2023,home
20240515,DAL,COL,3.0,5.0,2023,away
20240523,DAL,EDM,2.0,3.0,2023,away
20240525,DAL,EDM,3.0,1.0,2023,home
20240531,DAL,EDM,1.0,3.0,2023,away
20250419,DAL,COL,1.0,5.0,2024,away
20250421,DAL,COL,4.0,3.0,2024,home
20250428,DAL,COL,6.0,2.0,2024,home
20250503,DAL,COL,4.0,2.0,2024,home
20250511,DAL,WPG,5.0,2.0,2024,home
20250513,DAL,WPG,3.0,1.0,2024,home
20250517,DAL,WPG,2.0,1.0,2024,home
20250521,DAL,EDM,6.0,3.0,2024,home
20250523,DAL,EDM,0.0,3.0,2024,away
20250529,DAL,EDM,3.0,6.0,2024,away
20210114,N.J,BOS,2.0,2.0,2020,away
20210116,N.J,BOS,2.0,1.0,2020,home
20210124,N.J,NYI,2.0,0.0,2020,home
20210126,N.J,PHI,3.0,5.0,2020,away
20210128,N.J,PHI,1.0,3.0,2020,away
20210220,N.J,BUF,2.0,3.0,2020,away
20210223,N.J,BUF,1.0,4.0,2020,away
20210227,N.J,WSH,2.0,5.0,2020,away
20210228,N.J,WSH,2.0,3.0,2020,away
20210302,N.J,NYI,1.0,2.0,2020,away
20210304,N.J,NYR,1.0,6.0,2020,away
20210306,N.J,NYR,3.0,6.0,2020,away
20210313,N.J,NYI,2.0,3.0,2020,away
20210314,N.J,NYI,2.0,2.0,2020,away
20210316,N.J,BUF,3.0,2.0,2020,home
20210318,N.J,PIT,3.0,2.0,2020,home
20210320,N.J,PIT,1.0,3.0,2020,away
20210402,N.J,WSH,1.0,2.0,2020,away
20210404,N.J,WSH,4.0,5.0,2020,away
20210406,N.J,BUF,3.0,5.0,2020,away
20210409,N.J,PIT,4.0,6.0,2020,away
20210411,N.J,PIT,2.0,5.0,2020,away
20210413,N.J,NYR,0.0,3.0,2020,away
20210418,N.J,NYR,3.0,5.0,2020,away
20210427,N.J,PHI,6.0,4.0,2020,home
20210429,N.J,PHI,5.0,3.0,2020,home
20210503,N.J,BOS,0.0,3.0,2020,away
20210504,N.J,BOS,4.0,3.0,2020,home
20210113,T.B,CHI,5.0,1.0,2020,home
20210115,T.B,CHI,5.0,2.0,2020,home
20210130,T.B,NSH,4.0,3.0,2020,home
20210201,T.B,NSH,5.0,2.0,2020,home
20210203,T.B,DET,5.0,1.0,2020,home
20210205,T.B,DET,3.0,1.0,2020,home
20210215,T.B,FLA,4.0,6.0,2020,away
20210224,T.B,CAR,3.0,0.0,2020,home
20210225,T.B,CAR,3.0,1.0,2020,home
20210227,T.B,DAL,5.0,0.0,2020,home
20210313,T.B,NSH,6.0,3.0,2020,home
20210315,T.B,NSH,1.0,4.0,2020,away
20210318,T.B,CHI,4.0,2.0,2020,home
20210320,T.B,CHI,4.0,1.0,2020,home
20210321,T.B,FLA,5.0,3.0,2020,home
20210330,T.B,CBJ,1.0,3.0,2020,away
20210401,T.B,CBJ,3.0,2.0,2020,home
20210403,T.B,DET,2.0,1.0,2020,home
20210404,T.B,DET,1.0,5.0,2020,away
20210415,T.B,FLA,3.0,2.0,2020,home
20210417,T.B,FLA,3.0,5.0,2020,away
20210419,T.B,CAR,3.0,2.0,2020,home
20210420,T.B,CAR,1.0,4.0,2020,away
20210422,T.B,CBJ,3.0,1.0,2020,home
20210425,T.B,CBJ,4.0,3.0,2020,home
20210429,T.B,DAL,3.0,0.0,2020,home
20210505,T.B,DAL,6.0,2.0,2020,home
20210507,T.B,DAL,2.0,5.0,2020,away
20210520,T.B,FLA,5.0,6.0,2020,away
20210522,T.B,FLA,6.0,2.0,2020,home
20210526,T.B,FLA,4.0,0.0,2020,home
20210603,T.B,CAR,2.0,3.0,2020,away
20210605,T.B,CAR,6.0,4.0,2020,home
20210613,T.B,NYI,1.0,2.0,2020,away
20210615,T.B,NYI,4.0,2.0,2020,home
20210621,T.B,NYI,8.0,0.0,2020,home
20210625,T.B,NYI,1.0,0.0,2020,home
20210628,T.B,MTL,5.0,1.0,2020,home
20210630,T.B,MTL,3.0,1.0,2020,home
20210707,T.B,MTL,1.0,0.0,2020,home
20210122,MIN,S.J,4.0,1.0,2020,home
20210124,MIN,S.J,3.0,5.0,2020,away
20210126,MIN,L.A,1.0,2.0,2020,away
20210128,MIN,L.A,5.0,3.0,2020,home
20210130,MIN,COL,1.0,5.0,2020,away
20210131,MIN,COL,4.0,3.0,2020,home
20210226,MIN,L.A,3.0,1.0,2020,home
20210227,MIN,L.A,4.0,3.0,2020,home
20210308,MIN,VGK,2.0,0.0,2020,home
20210310,MIN,VGK,4.0,3.0,2020,home
20210312,MIN,ARI,4.0,0.0,2020,home
20210314,MIN,ARI,4.0,1.0,2020,home
20210316,MIN,ARI,3.0,0.0,2020,home
20210322,MIN,ANA,2.0,1.0,2020,home
20210324,MIN,ANA,3.0,2.0,2020,home
20210325,MIN,STL,2.0,0.0,2020,home
20210405,MIN,COL,4.0,5.0,2020,away
20210407,MIN,COL,8.0,3.0,2020,home
20210414,MIN,ARI,5.0,2.0,2020,home
20210416,MIN,S.J,3.0,2.0,2020,home
20210417,MIN,S.J,5.0,2.0,2020,home
20210428,MIN,STL,3.0,4.0,2020,away
20210429,MIN,STL,4.0,5.0,2020,away
20210501,MIN,STL,4.0,3.0,2020,home
20210503,MIN,VGK,6.0,5.0,2020,home
20210505,MIN,VGK,2.0,3.0,2020,away
20210507,MIN,ANA,4.0,3.0,2020,home
20210508,MIN,ANA,4.0,3.0,2020,home
20211019,MIN,WPG,6.0,5.0,2021,home
20211023,MIN,ANA,4.0,3.0,2021,home
20211024,MIN,NSH,2.0,5.0,2021,away
20211102,MIN,OTT,5.0,4.0,2021,home
20211107,MIN,NYI,5.0,2.0,2021,home
20211116,MIN,SJS,1.0,4.0,2021,away
20211118,MIN,DAL,7.0,2.0,2021,home
20211126,MIN,WPG,7.0,1.0,2021,home
20211128,MIN,TBL,4.0,2.0,2021,home
20211130,MIN,ARI,5.0,2.0,2021,home
20211202,MIN,NJD,5.0,2.0,2021,home
20211204,MIN,TOR,3.0,3.0,2021,away
20211216,MIN,BUF,2.0,2.0,2021,away
20220101,MIN,STL,4.0,6.0,2021,away
20220108,MIN,WSH,2.0,2.0,2021,away
20220114,MIN,ANA,7.0,3.0,2021,home
20220122,MIN,CHI,4.0,3.0,2021,home
20220124,MIN,MTL,8.0,2.0,2021,home
20220212,MIN,CAR,3.0,2.0,2021,home
20220214,MIN,DET,7.0,4.0,2021,home
20220218,MIN,FLA,2.0,6.0,2021,away
20220301,MIN,CGY,1.0,5.0,2021,away
20220306,MIN,DAL,3.0,6.0,2021,away
20220308,MIN,NYR,5.0,2.0,2021,home
20220313,MIN,NSH,2.0,6.0,2021,away
20220316,MIN,BOS,4.0,2.0,2021,home
20220319,MIN,CHI,3.0,1.0,2021,home
20220321,MIN,VGK,3.0,0.0,2021,home
20220324,MIN,VAN,3.0,2.0,2021,home
20220326,MIN,CBJ,3.0,2.0,2021,home
20220327,MIN,COL,3.0,2.0,2021,home
20220329,MIN,PHI,4.0,1.0,2021,home
20220331,MIN,PIT,3.0,4.0,2021,away
20220410,MIN,LAK,6.0,3.0,2021,home
20220412,MIN,EDM,5.0,1.0,2021,home
20220417,MIN,SJS,5.0,4.0,2021,home
20220421,MIN,VAN,6.0,3.0,2021,home
20220422,MIN,SEA,6.0,3.0,2021,home
20220426,MIN,ARI,3.0,5.0,2021,away
20220428,MIN,CGY,3.0,2.0,2021,home
20220429,MIN,COL,4.0,1.0,2021,home
20221013,MIN,NYR,3.0,7.0,2022,away
20221015,MIN,LAK,6.0,7.0,2022,away
20221017,MIN,COL,3.0,6.0,2022,away
20221020,MIN,VAN,4.0,3.0,2022,home
20221101,MIN,MTL,4.0,1.0,2022,home
20221103,MIN,SEA,0.0,4.0,2022,away
20221113,MIN,SJS,2.0,2.0,2022,away
20221117,MIN,PIT,4.0,6.0,2022,away
20221119,MIN,CAR,2.0,1.0,2022,home
20221123,MIN,WPG,6.0,1.0,2022,home
20221125,MIN,TOR,3.0,4.0,2022,away
20221127,MIN,ARI,4.0,3.0,2022,home
20221201,MIN,EDM,5.0,3.0,2022,home
20221203,MIN,ANA,4.0,4.0,2022,away
20221212,MIN,EDM,2.0,1.0,2022,home
20221214,MIN,DET,4.0,1.0,2022,home
20221216,MIN,CHI,4.0,1.0,2022,home
20221218,MIN,OTT,4.0,2.0,2022,home
20221229,MIN,DAL,1.0,4.0,2022,away
20230104,MIN,TBL,5.0,1.0,2022,home
20230108,MIN,STL,0.0,3.0,2022,away
20230114,MIN,ARI,2.0,1.0,2022,home
20230126,MIN,PHI,3.0,2.0,2022,home
20230128,MIN,BUF,2.0,2.0,2022,away
20230209,MIN,VGK,1.0,5.0,2022,away
20230211,MIN,NJD,2.0,2.0,2022,away
20230213,MIN,FLA,1.0,1.0,2022,away
20230215,MIN,COL,2.0,3.0,2022,away
20230217,MIN,DAL,1.0,1.0,2022,away
20230219,MIN,NSH,4.0,3.0,2022,home
20230221,MIN,LAK,2.0,1.0,2022,home
20230226,MIN,CBJ,3.0,2.0,2022,home
20230228,MIN,NYI,1.0,1.0,2022,away
20230307,MIN,CGY,0.0,0.0,2022,away
20230318,MIN,BOS,2.0,5.0,2022,away
20230319,MIN,WSH,5.0,3.0,2022,home
20230325,MIN,CHI,3.0,1.0,2022,home
20230327,MIN,SEA,5.0,1.0,2022,home
20230403,MIN,VGK,3.0,3.0,2022,away
20230408,MIN,STL,5.0,3.0,2022,home
20230411,MIN,WPG,1.0,3.0,2022,away
20231012,MIN,FLA,2.0,0.0,2023,home
20231019,MIN,LAK,3.0,7.0,2023,away
20231021,MIN,CBJ,4.0,5.0,2023,away
20231024,MIN,EDM,7.0,4.0,2023,home
20231102,MIN,NJD,3.0,5.0,2023,away
20231104,MIN,NYR,4.0,4.0,2023,away
20231112,MIN,DAL,3.0,8.0,2023,away
20231119,MIN,TOR,3.0,4.0,2023,away
20231124,MIN,COL,2.0,3.0,2023,away
20231128,MIN,STL,3.0,1.0,2023,home
20231203,MIN,CHI,4.0,1.0,2023,home
20231214,MIN,CGY,2.0,2.0,2023,away
20231216,MIN,VAN,1.0,1.0,2023,away
20231221,MIN,MTL,4.0,3.0,2023,home
20231223,MIN,BOS,3.0,2.0,2023,home
20231227,MIN,DET,6.0,3.0,2023,home
20231231,MIN,WPG,2.0,3.0,2023,away
20240102,MIN,CGY,1.0,3.0,2023,away
20240104,MIN,TBL,1.0,4.0,2023,away
20240108,MIN,DAL,0.0,4.0,2023,away
20240112,MIN,PHI,3.0,4.0,2023,away
20240113,MIN,ARI,0.0,6.0,2023,away
20240115,MIN,NYI,5.0,0.0,2023,home
20240123,MIN,WSH,5.0,3.0,2023,home
20240125,MIN,NSH,2.0,3.0,2023,away
20240127,MIN,ANA,2.0,3.0,2023,away
20240209,MIN,PIT,3.0,2.0,2023,home
20240217,MIN,BUF,2.0,3.0,2023,away
20240219,MIN,VAN,10.0,7.0,2023,home
20240227,MIN,CAR,2.0,3.0,2023,away
20240303,MIN,SJS,4.0,3.0,2023,home
20240310,MIN,NSH,4.0,3.0,2023,home
20240312,MIN,ARI,4.0,1.0,2023,home
20240314,MIN,ANA,2.0,0.0,2023,home
20240323,MIN,STL,4.0,5.0,2023,away
20240328,MIN,SJS,3.0,1.0,2023,home
20240330,MIN,VGK,1.0,2.0,2023,away
20240402,MIN,OTT,3.0,2.0,2023,home
20240404,MIN,COL,2.0,5.0,2023,away
20240406,MIN,WPG,2.0,4.0,2023,away
20240418,MIN,SEA,3.0,4.0,2023,away
20241010,MIN,CBJ,3.0,2.0,2024,home
20241012,MIN,SEA,4.0,4.0,2024,away
20241101,MIN,TBL,5.0,3.0,2024,home
20241103,MIN,TOR,2.0,1.0,2024,home
20241105,MIN,LAK,1.0,5.0,2024,away
20241114,MIN,MTL,3.0,0.0,2024,home
20241116,MIN,DAL,1.0,2.0,2024,away
20241125,MIN,WPG,1.0,4.0,2024,away
20241129,MIN,CHI,3.0,2.0,2024,home
20241130,MIN,NSH,3.0,2.0,2024,home
20241203,MIN,VAN,3.0,2.0,2024,home
20241212,MIN,EDM,1.0,7.0,2024,away
20241214,MIN,PHI,4.0,1.0,2024,home
20241215,MIN,VGK,2.0,3.0,2024,away
20241218,MIN,FLA,1.0,6.0,2024,away
20241220,MIN,UTA,1.0,2.0,2024,away
20241223,MIN,CHI,4.0,3.0,2024,home
20241229,MIN,OTT,1.0,3.0,2024,away
20241231,MIN,NSH,5.0,3.0,2024,home
20250107,MIN,STL,6.0,4.0,2024,home
20250109,MIN,COL,1.0,6.0,2024,away
20250115,MIN,EDM,3.0,5.0,2024,away
20250123,MIN,UTA,0.0,4.0,2024,away
20250125,MIN,CGY,4.0,5.0,2024,away
20250206,MIN,CAR,2.0,1.0,2024,home
20250208,MIN,NYI,6.0,3.0,2024,home
20250225,MIN,DET,2.0,3.0,2024,away
20250302,MIN,BOS,1.0,0.0,2024,home
20250309,MIN,PIT,1.0,3.0,2024,away
20250311,MIN,COL,1.0,1.0,2024,away
20250313,MIN,NYR,2.0,3.0,2024,away
20250315,MIN,STL,1.0,5.0,2024,away
20250317,MIN,LAK,3.0,1.0,2024,home
20250319,MIN,SEA,4.0,0.0,2024,home
20250322,MIN,BUF,4.0,1.0,2024,home
20250325,MIN,VGK,1.0,5.0,2024,away
20250327,MIN,WSH,4.0,2.0,2024,home
20250329,MIN,NJD,2.0,5.0,2024,away
20250406,MIN,DAL,3.0,2.0,2024,home
20250409,MIN,SJS,8.0,7.0,2024,home
20250415,MIN,ANA,3.0,2.0,2024,home
20210520,MIN,VGK,2.0,5.0,2020,away
20210522,MIN,VGK,0.0,4.0,2020,away
20210526,MIN,VGK,3.0,0.0,2020,home
20220502,MIN,STL,0.0,4.0,2021,away
20220504,MIN,STL,6.0,2.0,2021,home
20220510,MIN,STL,2.0,5.0,2021,away
20230421,MIN,DAL,5.0,1.0,2022,home
20230423,MIN,DAL,2.0,3.0,2022,away
20230428,MIN,DAL,1.0,4.0,2022,away
20250424,MIN,VGK,5.0,2.0,2024,home
20250426,MIN,VGK,3.0,4.0,2024,away
20250501,MIN,VGK,2.0,3.0,2024,away
20210113,COL,STL,1.0,4.0,2020,away
20210115,COL,STL,8.0,0.0,2020,home
20210126,COL,S.J,7.0,3.0,2020,home
20210128,COL,S.J,3.0,0.0,2020,home
20210202,COL,MIN,2.0,1.0,2020,home
20210220,COL,VGK,3.0,2.0,2020,home
20210222,COL,VGK,0.0,3.0,2020,away
20210224,COL,MIN,2.0,6.0,2020,away
20210305,COL,ANA,3.0,2.0,2020,home
20210306,COL,ANA,4.0,5.0,2020,away
20210308,COL,ARI,2.0,3.0,2020,away
20210310,COL,ARI,2.0,1.0,2020,home
20210312,COL,L.A,2.0,0.0,2020,home
20210314,COL,L.A,4.0,1.0,2020,home
20210316,COL,ANA,8.0,4.0,2020,home
20210318,COL,MIN,5.0,1.0,2020,home
20210320,COL,MIN,6.0,0.0,2020,home
20210325,COL,VGK,5.0,1.0,2020,home
20210327,COL,VGK,2.0,3.0,2020,away
20210329,COL,ANA,5.0,2.0,2020,home
20210331,COL,ARI,9.0,3.0,2020,home
20210402,COL,STL,3.0,2.0,2020,home
20210403,COL,STL,2.0,1.0,2020,home
20210412,COL,ARI,4.0,2.0,2020,home
20210430,COL,S.J,3.0,0.0,2020,home
20210501,COL,S.J,4.0,3.0,2020,home
20210512,COL,L.A,6.0,0.0,2020,home
20210513,COL,L.A,5.0,1.0,2020,home
20211013,COL,CHI,4.0,2.0,2021,home
20211016,COL,STL,3.0,5.0,2021,away
20211026,COL,VGK,1.0,3.0,2021,away
20211030,COL,MIN,4.0,1.0,2021,home
20211103,COL,CBJ,4.0,5.0,2021,away
20211111,COL,VAN,7.0,1.0,2021,home
20211113,COL,SJS,6.0,2.0,2021,home
20211122,COL,OTT,7.0,5.0,2021,home
20211124,COL,ANA,5.0,2.0,2021,home
20211127,COL,NSH,6.0,2.0,2021,home
20211210,COL,DET,7.0,3.0,2021,home
20211212,COL,FLA,3.0,2.0,2021,home
20211214,COL,NYR,4.0,2.0,2021,home
20220102,COL,ANA,4.0,2.0,2021,home
20220106,COL,WPG,7.0,1.0,2021,home
20220108,COL,TOR,5.0,4.0,2021,home
20220110,COL,SEA,4.0,3.0,2021,home
20220114,COL,ARI,3.0,3.0,2021,away
20220117,COL,MIN,3.0,3.0,2021,away
20220122,COL,MTL,3.0,2.0,2021,home
20220124,COL,CHI,2.0,0.0,2021,home
20220126,COL,BOS,4.0,3.0,2021,home
20220130,COL,BUF,4.0,1.0,2021,home
20220201,COL,ARI,2.0,2.0,2021,away
20220210,COL,TBL,3.0,2.0,2021,home
20220215,COL,DAL,1.0,4.0,2021,away
20220225,COL,WPG,6.0,3.0,2021,home
20220301,COL,NYI,5.0,3.0,2021,home
20220305,COL,CGY,3.0,4.0,2021,away
20220313,COL,CGY,3.0,0.0,2021,home
20220321,COL,EDM,3.0,2.0,2021,home
20220323,COL,VAN,1.0,3.0,2021,away
20220325,COL,PHI,6.0,3.0,2021,home
20220331,COL,SJS,4.0,2.0,2021,home
20220402,COL,PIT,3.0,2.0,2021,home
20220413,COL,LAK,9.0,3.0,2021,home
20220414,COL,NJD,3.0,1.0,2021,home
20220416,COL,CAR,7.0,4.0,2021,home
20220418,COL,WSH,2.0,3.0,2021,away
20220426,COL,STL,5.0,3.0,2021,home
20220428,COL,NSH,4.0,4.0,2021,away
20221012,COL,CHI,5.0,2.0,2022,home
20221019,COL,WPG,3.0,4.0,2022,away
20221021,COL,SEA,2.0,3.0,2022,away
20221104,COL,CBJ,6.0,3.0,2022,home
20221110,COL,NSH,5.0,3.0,2022,home
20221112,COL,CAR,4.0,1.0,2022,home
20221114,COL,STL,2.0,3.0,2022,away
20221123,COL,VAN,3.0,4.0,2022,away
20221126,COL,DAL,4.0,1.0,2022,home
20221207,COL,BOS,0.0,4.0,2022,away
20221209,COL,NYR,1.0,1.0,2022,away
20221213,COL,PHI,3.0,2.0,2022,home
20221215,COL,BUF,2.0,4.0,2022,away
20221217,COL,NSH,3.0,1.0,2022,home
20221219,COL,NYI,0.0,0.0,2022,away
20221221,COL,MTL,2.0,1.0,2022,home
20221229,COL,LAK,4.0,4.0,2022,away
20221231,COL,TOR,2.0,6.0,2022,away
20230102,COL,VGK,2.0,3.0,2022,away
20230110,COL,FLA,4.0,5.0,2022,away
20230114,COL,OTT,7.0,0.0,2022,home
20230116,COL,DET,6.0,3.0,2022,home
20230124,COL,WSH,3.0,2.0,2022,home
20230126,COL,ANA,3.0,5.0,2022,away
20230128,COL,STL,4.0,2.0,2022,home
20230214,COL,TBL,3.0,3.0,2022,away
20230219,COL,EDM,6.0,5.0,2022,home
20230225,COL,CGY,4.0,1.0,2022,home
20230227,COL,VGK,3.0,0.0,2022,home
20230301,COL,NJD,5.0,7.0,2022,away
20230305,COL,SEA,2.0,3.0,2022,away
20230307,COL,SJS,6.0,0.0,2022,home
20230309,COL,LAK,2.0,5.0,2022,away
20230311,COL,ARI,3.0,2.0,2022,home
20230320,COL,CHI,5.0,0.0,2022,home
20230322,COL,PIT,2.0,5.0,2022,away
20230324,COL,ARI,3.0,1.0,2022,home
20230329,COL,MIN,2.0,4.0,2022,away
20230401,COL,DAL,5.0,2.0,2022,home
20230411,COL,EDM,1.0,2.0,2022,away
20230413,COL,WPG,4.0,2.0,2022,home
20231019,COL,CHI,4.0,0.0,2023,home
20231021,COL,CAR,6.0,4.0,2023,home
20231101,COL,STL,4.0,1.0,2023,home
20231107,COL,NJD,6.0,3.0,2023,home
20231109,COL,SEA,3.0,4.0,2023,away
20231111,COL,STL,2.0,8.0,2023,away
20231115,COL,ANA,8.0,2.0,2023,home
20231122,COL,VAN,5.0,2.0,2023,home
20231125,COL,CGY,3.0,1.0,2023,home
20231127,COL,TBL,4.0,1.0,2023,home
20231205,COL,ANA,3.0,2.0,2023,home
20231207,COL,WPG,2.0,4.0,2023,away
20231209,COL,PHI,2.0,5.0,2023,away
20231211,COL,CGY,6.0,5.0,2023,home
20231213,COL,BUF,5.0,1.0,2023,home
20231217,COL,SJS,6.0,2.0,2023,home
20231221,COL,OTT,6.0,4.0,2023,home
20231223,COL,ARI,4.0,1.0,2023,home
20231231,COL,SJS,3.0,1.0,2023,home
20240102,COL,NYI,5.0,4.0,2023,home
20240106,COL,FLA,4.0,8.0,2023,away
20240108,COL,BOS,3.0,3.0,2023,away
20240110,COL,VGK,3.0,0.0,2023,home
20240124,COL,WSH,6.0,2.0,2023,home
20240126,COL,LAK,5.0,1.0,2023,home
20240218,COL,ARI,4.0,3.0,2023,home
20240220,COL,VAN,3.0,1.0,2023,home
20240224,COL,TOR,3.0,4.0,2023,away
20240227,COL,DAL,5.0,1.0,2023,home
20240304,COL,CHI,5.0,0.0,2023,home
20240306,COL,DET,7.0,2.0,2023,home
20240308,COL,MIN,2.0,1.0,2023,home
20240322,COL,CBJ,6.0,1.0,2023,home
20240324,COL,PIT,5.0,4.0,2023,home
20240326,COL,MTL,1.0,2.0,2023,away
20240328,COL,NYR,2.0,2.0,2023,away
20240330,COL,NSH,7.0,4.0,2023,home
20240407,COL,DAL,4.0,7.0,2023,away
20240409,COL,MIN,5.0,2.0,2023,home
20240413,COL,WPG,0.0,7.0,2023,away
20240418,COL,EDM,5.0,1.0,2023,home
20241012,COL,CBJ,4.0,6.0,2024,away
20241014,COL,NYI,2.0,6.0,2024,away
20241016,COL,BOS,3.0,5.0,2024,away
20241018,COL,ANA,4.0,3.0,2024,home
20241027,COL,OTT,5.0,4.0,2024,home
20241028,COL,CHI,2.0,5.0,2024,away
20241030,COL,TBL,2.0,5.0,2024,away
20241105,COL,SEA,6.0,3.0,2024,home
20241109,COL,CAR,6.0,4.0,2024,home
20241111,COL,NSH,3.0,2.0,2024,home
20241113,COL,LAK,4.0,2.0,2024,home
20241115,COL,WSH,2.0,5.0,2024,away
20241127,COL,VGK,1.0,1.0,2024,away
20241130,COL,EDM,1.0,4.0,2024,away
20241212,COL,UTA,1.0,4.0,2024,away
20241214,COL,NSH,5.0,2.0,2024,home
20241222,COL,SEA,5.0,2.0,2024,home
20241231,COL,WPG,5.0,2.0,2024,home
20250102,COL,BUF,6.0,5.0,2024,home
20250104,COL,MTL,1.0,1.0,2024,away
20250106,COL,FLA,3.0,1.0,2024,home
